Term,Expansion,,Expansion,,Abbreviation,HP_0045077,abbreviation,,,,,,
carbine,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
card swipe,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
cardphone,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
carpet sweeper,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
carriage clock,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
carving knife,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
cash dispenser,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
cash machine,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
cash register,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
castanets,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
catalytic converter,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
celesta,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
cello,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
cellphone,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
Celtic harp,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
cement mixer,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
central locking,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
central processing unit,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
centrifuge,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
chainsaw,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
chanter,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
chastity belt,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
chest freezer,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
chimenea,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
chinagraph,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
chisel,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
chronometer,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
cigarette lighter,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
cimbalom,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
circuit breaker,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
circular saw,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
cittern,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
clapperboard,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
clarinet,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
clarsach,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
clavichord,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
claw hammer,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
cleaver,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
clinometer,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
clobber,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
clock radio,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
clockwork,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
closed circuit television,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
coat stand,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
coffee maker,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
coin box,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
collider,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
combination lock,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
compressor,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
computer,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
concert grand,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
concertina,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
concrete mixer,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
contrabassoon,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
contraption,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
controlled economy,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
convector,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
cooker,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
copier,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
coping saw,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
cor anglais,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
corkscrew,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
cornetto,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
cotton gin,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
craft knife,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
crosse,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
crotales,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
cruise control,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
crumhorn,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
crusher,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
crystal set,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
cuckoo clock,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
curette,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
curling iron,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
curling tongs,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
cut throat razor,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
cyclotron,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
cymbal,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
cymbalom,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
D lock,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
dagger,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
data terminal,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
Davy lamp,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
deadbolt,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
decoder,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
deep freeze,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
defibrillator,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
dehumidifier,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
demister,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
Denver boot,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
depilator,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
desktop computer,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
detector,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
detonator,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
dialler,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
Dictaphone,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
didgeridoo,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
digital,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
diode,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
dip switch,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
dirk,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
disk drive,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
dispenser,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
distributed system,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
docking station,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
doorbell,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
dot matrix printer,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
double bass,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
double bassoon,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
drag lift,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
drain,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
dredger,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
drier,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
drinking fountain,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
driveshaft,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
drogue,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
drum kit,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
drum machine,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
drum pad,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
dry cell,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
dryer,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
dual controls,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
dumb waiter,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
ear trumpet,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
earphones,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
earpiece,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
earset,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
earth mover,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
echo sounder,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
egg timer,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
electric razor,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
electrometer,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
electron gun,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
electron microscope,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
electronic organizer,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
endoscope,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
English horn,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
enhancer,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
enlarger,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
Entryphone,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
euphonium,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
expert system,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
exposure meter,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
fader,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
fan,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
faucet,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
felt tip pen,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
field glasses,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
fife,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
filter,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
fire alarm,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
fire escape,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
fish knife,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
fish slice,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
fisheye lens,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
fishing tackle,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
fixed assets,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
flail,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
flash memory,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
flashbulb,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
flashgun,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
flashlight,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
flatbed scanner,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
flick knife,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
flight recorder,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
flight simulator,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
flip phone,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
floodlight,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
floor lamp,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
flugelhorn,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
foghorn,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
food processor,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
forceps,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
fountain pen,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
franking machine,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
freeride,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
freezer,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
French horn,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
fretsaw,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
fridge,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
fridge freezer,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
frogging,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
function key,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
fuze,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
fuzzbox,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
gadget,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
gadgetry,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
garbage disposal,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
gas lamp,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
gas mask,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
gavel,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
Geiger counter,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
ghetto blaster,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
gimlet,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
gin trap,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
gismo,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
gizmo,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
glockenspiel,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
goggle box,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
goggles,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
gramophone,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
grand piano,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
grandfather clock,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
grandmother clock,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
graphic equalizer,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
graphics adapter,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
graphics tablet,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
grappling iron,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
grater,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
grease gun,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
ground control,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
guiro,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
guitar,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
gyroscope,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
hacksaw,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
hairdryer,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
hammer and sickle,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
hammer drill,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
Hammond organ,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
handphone,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
handsaw,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
hard drive,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
hard hat,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
harmonica,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
harmonium,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
harp,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
harpsichord,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
harrow,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
hatchet,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
headphones,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
headset,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
hearing aid,Equipment-OR-Device-OR-ManmadeObject,,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,
