Synonym,Standard Term,Term Id,Synonyms Type
nipa palm,Nypa fruticans,NCBITaxon_4718,Exact Synonym
Senegal date palm,Phoenix reclinata,NCBITaxon_4720,Exact Synonym
saw palmetto,Serenoa repens,NCBITaxon_4722,Exact Synonym
lowbush blueberry,Vaccinium angustifolium,NCBITaxon_472369,Exact Synonym
screw-pine family,Pandanaceae,NCBITaxon_4724,Exact Synonym
screw pines,Pandanus,NCBITaxon_4725,Exact Synonym
round goby,Neogobius melanostomus,NCBITaxon_47308,Exact Synonym
cattail famly,Typhaceae,NCBITaxon_4731,Exact Synonym
bur-reed family,Typhaceae,NCBITaxon_4731,Exact Synonym
tubenose goby,Proterorhinus marmoratus,NCBITaxon_47310,Exact Synonym
common cattail,Typha latifolia,NCBITaxon_4733,Exact Synonym
onion-eye grenadier,Macrourus berglax,NCBITaxon_473319,Exact Synonym
spiderwort family,Commelinaceae,NCBITaxon_4740,Exact Synonym
orchid family,Orchidaceae,NCBITaxon_4747,Exact Synonym
fungi,Fungi,NCBITaxon_4751,Exact Synonym
bigeye snapper,Lutjanus lutjanus,NCBITaxon_475167,Exact Synonym
rosemallows,Hibiscus,NCBITaxon_47605,Exact Synonym
Pacific sand lance,Ammodytes hexapterus,NCBITaxon_476914,Exact Synonym
Arctic rainbow smelt,Osmerus mordax dentex,NCBITaxon_476919,Exact Synonym
Atlantic rainbow smelt,Osmerus mordax mordax,NCBITaxon_476922,Exact Synonym
swollen-headed conger eel,Bassanago bulbiceps,NCBITaxon_477288,Exact Synonym
false coriander,Eryngium foetidum,NCBITaxon_477864,Exact Synonym
culantro,Eryngium foetidum,NCBITaxon_477864,Exact Synonym
blue tilapia,Oreochromis aureus,NCBITaxon_47969,Exact Synonym
unicorn leatherjacket,Aluterus monoceros,NCBITaxon_479862,Exact Synonym
humpback whitefish,Coregonus pidschian,NCBITaxon_480040,Exact Synonym
fennel,Foeniculum vulgare,NCBITaxon_48038,Exact Synonym
lovage,Levisticum officinale,NCBITaxon_48042,Exact Synonym
thankuni,Centella asiatica,NCBITaxon_48106,Exact Synonym
sheep-rot,Centella asiatica,NCBITaxon_48106,Exact Synonym
ji xue cao,Centella asiatica,NCBITaxon_48106,Exact Synonym
gotu kola,Centella asiatica,NCBITaxon_48106,Exact Synonym
Asiatic pennywort,Centella asiatica,NCBITaxon_48106,Exact Synonym
ice krill,Euphausia crystallorophias,NCBITaxon_48141,Exact Synonym
blackfin tuna,Thunnus atlanticus,NCBITaxon_48168,Exact Synonym
northern bluefin tuna,Thunnus tonggol,NCBITaxon_48169,Exact Synonym
longtail tuna,Thunnus tonggol,NCBITaxon_48169,Exact Synonym
flathead mullet,Mugil cephalus,NCBITaxon_48193,Exact Synonym
Formosan grey mullet,Mugil cephalus,NCBITaxon_48193,Exact Synonym
Formosan gray mullet,Mugil cephalus,NCBITaxon_48193,Exact Synonym
white mullet,Mugil curema,NCBITaxon_48194,Exact Synonym
redeye mullet,Mugil curema,NCBITaxon_48194,Exact Synonym
pigfish,Orthopristis chrysoptera,NCBITaxon_482919,Exact Synonym
American crocodile,Crocodylus acutus,NCBITaxon_48399,Exact Synonym
viviparous blenny,Zoarces viviparus,NCBITaxon_48416,Exact Synonym
Eastern roe deer,Capreolus pygargus,NCBITaxon_48560,Exact Synonym
roach minnow,Rutilus rutilus,NCBITaxon_48668,Exact Synonym
sac fungi,Ascomycota,NCBITaxon_4890,Exact Synonym
ascomycetes,Ascomycota,NCBITaxon_4890,Exact Synonym
porkfish,Anisotremus virginicus,NCBITaxon_490245,Exact Synonym
Haemulon sp. MVM-2010-1,Anisotremus virginicus,NCBITaxon_490245,Exact Synonym
Haemulon sp. BIN22029,Anisotremus virginicus,NCBITaxon_490245,Exact Synonym
biglip grunt,Plectorhinchus macrolepis,NCBITaxon_490273,Exact Synonym
bigeye grunt,Brachydeuterus auritus,NCBITaxon_490311,Exact Synonym
Andaman lobster,Metanephrops andamanicus,NCBITaxon_490585,Exact Synonym
Arafura lobster,Metanephrops arafurensis,NCBITaxon_490586,Exact Synonym
northwest lobster,Metanephrops australiensis,NCBITaxon_490587,Exact Synonym
Caribbean lobsterette,Metanephrops binghami,NCBITaxon_490588,Exact Synonym
bight lobster,Metanephrops boschmai,NCBITaxon_490589,Exact Synonym
New Zealand lobster,Metanephrops challengeri,NCBITaxon_490590,Exact Synonym
Formosa lobster,Metanephrops formosanus,NCBITaxon_490591,Exact Synonym
Japanese lobster,Metanephrops japonicus,NCBITaxon_490592,Exact Synonym
Neptune lobster,Metanephrops neptunus,NCBITaxon_490593,Exact Synonym
sculpted lobster,Metanephrops sagamiensis,NCBITaxon_490594,Exact Synonym
Siboga lobster,Metanephrops sibogae,NCBITaxon_490595,Exact Synonym
China lobster,Metanephrops sinensis,NCBITaxon_490596,Exact Synonym
velvet lobster,Metanephrops velutinus,NCBITaxon_490597,Exact Synonym
small scaled brown slickhead,Alepocephalus australis,NCBITaxon_492024,Exact Synonym
cultivated emmer wheat,Triticum dicoccon,NCBITaxon_49225,Exact Synonym
custard apple,Annona cherimola,NCBITaxon_49314,Exact Synonym
chirimoya,Annona cherimola,NCBITaxon_49314,Exact Synonym
cherimoya,Annona cherimola,NCBITaxon_49314,Exact Synonym
brewer's yeast,Saccharomyces cerevisiae,NCBITaxon_4932,Exact Synonym
baker's yeast,Saccharomyces cerevisiae,NCBITaxon_4932,Exact Synonym
dyer's greenweed,Genista tinctoria,NCBITaxon_49825,Exact Synonym
South American striped weakfish,Cynoscion striatus,NCBITaxon_499535,Exact Synonym
snoek,Thyrsites atun,NCBITaxon_499858,Exact Synonym
barracouta,Thyrsites atun,NCBITaxon_499858,Exact Synonym
thyme,Thymus vulgaris,NCBITaxon_49992,Exact Synonym
garden thyme,Thymus vulgaris,NCBITaxon_49992,Exact Synonym
prickly sow-thistle,Sonchus asper,NCBITaxon_50193,Exact Synonym
common sow-thistle,Sonchus oleraceus,NCBITaxon_50207,Exact Synonym
dandelion,Taraxacum officinale,NCBITaxon_50225,Exact Synonym
blessed thistle,Centaurea benedicta,NCBITaxon_50282,Exact Synonym
whitefishes,Coregoninae,NCBITaxon_504567,Exact Synonym
"trouts, salmons & chars",Salmoninae,NCBITaxon_504568,Exact Synonym
winter cress,Barbarea,NCBITaxon_50457,Exact Synonym
early winter cress,Barbarea verna,NCBITaxon_50458,Exact Synonym
yellow rocket,Barbarea vulgaris,NCBITaxon_50459,Exact Synonym
winter cress,Barbarea vulgaris,NCBITaxon_50459,Exact Synonym
upland cress,Barbarea vulgaris,NCBITaxon_50459,Exact Synonym
"rhinoceros beetles, hercules beetles & elephant beetles",Dynastinae,NCBITaxon_50519,Exact Synonym
snake gourd,Trichosanthes cucumerina,NCBITaxon_50543,Exact Synonym
true insects,Insecta,NCBITaxon_50557,Exact Synonym
common pandora,Pagellus erythrinus,NCBITaxon_50593,Exact Synonym
black seabream,Spondyliosoma cantharus,NCBITaxon_50595,Exact Synonym
black skipjack,Euthynnus lineatus,NCBITaxon_507566,Exact Synonym
great sand-eel,Hyperoplus lanceolatus,NCBITaxon_508657,Exact Synonym
nutmeg,Myristica fragrans,NCBITaxon_51089,Exact Synonym
mace,Myristica fragrans,NCBITaxon_51089,Exact Synonym
cultivated vanilla,Vanilla planifolia,NCBITaxon_51239,Exact Synonym
English walnut,Juglans regia,NCBITaxon_51240,Exact Synonym
agile frog,Rana dalmatina,NCBITaxon_51331,Exact Synonym
aloe family,Asphodelaceae,NCBITaxon_51383,Exact Synonym
mossberry,Vaccinium oxycoccos,NCBITaxon_516948,Exact Synonym
European cranberry,Vaccinium oxycoccos,NCBITaxon_516948,Exact Synonym
African oil palm,Elaeis guineensis,NCBITaxon_51953,Exact Synonym
basidiomycetes,Basidiomycota,NCBITaxon_5204,Exact Synonym
whalebone anchovy,Cetengraulis edentulus,NCBITaxon_521022,Exact Synonym
toothless anchovy,Cetengraulis edentulus,NCBITaxon_521022,Exact Synonym
tarpon fry,Cetengraulis edentulus,NCBITaxon_521022,Exact Synonym
Atlantic anchoveta,Cetengraulis edentulus,NCBITaxon_521022,Exact Synonym
Whitehead's round herring,Etrumeus whiteheadi,NCBITaxon_521024,Exact Synonym
cabezon,Scorpaenichthys marmoratus,NCBITaxon_52273,Exact Synonym
asafoetida,Ferula assa-foetida,NCBITaxon_52471,Exact Synonym
spiny turbot,Psettodes bennettii,NCBITaxon_526614,Exact Synonym
southern lemon sole,Pelotretis flavilatus,NCBITaxon_526618,Exact Synonym
New Zealand sole,Peltorhamphus novaezeelandiae,NCBITaxon_526620,Exact Synonym
Ethiopian mustard,Brassica carinata,NCBITaxon_52824,Exact Synonym
Abyssinian mustard,Brassica carinata,NCBITaxon_52824,Exact Synonym
starchy banana,Musa balbisiana,NCBITaxon_52838,Exact Synonym
Balbis banana,Musa balbisiana,NCBITaxon_52838,Exact Synonym
turbot,Scophthalmus maximus,NCBITaxon_52904,Exact Synonym
white dead-nettle,Lamium album,NCBITaxon_53159,Exact Synonym
bishop's-wort,Betonica officinalis,NCBITaxon_53173,Exact Synonym
betony,Betonica officinalis,NCBITaxon_53173,Exact Synonym
Echinacea,Echinacea <Asteraceae>,NCBITaxon_53747,Exact Synonym
purging cassia,Cassia fistula,NCBITaxon_53852,Exact Synonym
pudding-pie-tree,Cassia fistula,NCBITaxon_53852,Exact Synonym
golden-rain,Cassia fistula,NCBITaxon_53852,Exact Synonym
tonga-bean,Dipteryx odorata,NCBITaxon_53873,Exact Synonym
sarrapia,Dipteryx odorata,NCBITaxon_53873,Exact Synonym
cumaru,Dipteryx odorata,NCBITaxon_53873,Exact Synonym
bustards,Otididae,NCBITaxon_54375,Exact Synonym
chastetree,Vitex agnus-castus,NCBITaxon_54477,Exact Synonym
chasteberry,Vitex agnus-castus,NCBITaxon_54477,Exact Synonym
bleak,Alburnus alburnus,NCBITaxon_54556,Exact Synonym
velvet leatherjacket,Meuschenia scaber,NCBITaxon_548163,Exact Synonym
goldeye,Hiodon alosoides,NCBITaxon_54904,Exact Synonym
Cape monk,Lophius vomerinus,NCBITaxon_549588,Exact Synonym
spiny eels,Notacanthidae,NCBITaxon_55111,Exact Synonym
herrings,Clupeidae,NCBITaxon_55118,Exact Synonym
Sundaland noodlefishes,Clupeidae,NCBITaxon_55118,Exact Synonym
shads,Alosinae,NCBITaxon_55119,Exact Synonym
menhadens,Alosinae,NCBITaxon_55119,Exact Synonym
angel sharks,Squatinidae,NCBITaxon_55140,Exact Synonym
mamegaki,Diospyros lotus,NCBITaxon_55363,Exact Synonym
jun qian zi,Diospyros lotus,NCBITaxon_55363,Exact Synonym
guiaca,Diospyros lotus,NCBITaxon_55363,Exact Synonym
date-plum,Diospyros lotus,NCBITaxon_55363,Exact Synonym
Cape-pondweed family,Aponogetonaceae,NCBITaxon_55433,Exact Synonym
pistachio,Pistacia vera,NCBITaxon_55513,Exact Synonym
white yam,Dioscorea rotundata,NCBITaxon_55577,Exact Synonym
white guinea yam,Dioscorea rotundata,NCBITaxon_55577,Exact Synonym
eboe yam,Dioscorea rotundata,NCBITaxon_55577,Exact Synonym
Guinea yam,Dioscorea rotundata,NCBITaxon_55577,Exact Synonym
tabena,Dioscorea trifida,NCBITaxon_55581,Exact Synonym
aja,Dioscorea trifida,NCBITaxon_55581,Exact Synonym
yampee,Dioscorea trifida,NCBITaxon_55581,Exact Synonym
mapuey,Dioscorea trifida,NCBITaxon_55581,Exact Synonym
name,Dioscorea trifida,NCBITaxon_55581,Exact Synonym
yampi,Dioscorea trifida,NCBITaxon_55581,Exact Synonym
cush-cush,Dioscorea trifida,NCBITaxon_55581,Exact Synonym
cush-cush yam,Dioscorea trifida,NCBITaxon_55581,Exact Synonym
sacha papa,Dioscorea trifida,NCBITaxon_55581,Exact Synonym
spinetail ray,Bathyraja spinicauda,NCBITaxon_557337,Exact Synonym
Portugese oyster,Crassostrea angulata,NCBITaxon_558553,Exact Synonym
mangosteen family,Clusiaceae,NCBITaxon_55961,Exact Synonym
great horned owl,Bubo virginianus,NCBITaxon_56268,Exact Synonym
American woodcock,Scolopax minor,NCBITaxon_56299,Exact Synonym
ribbed gourd,Luffa acutangula,NCBITaxon_56866,Exact Synonym
silky gourd,Luffa acutangula,NCBITaxon_56866,Exact Synonym
ridged gourd,Luffa acutangula,NCBITaxon_56866,Exact Synonym
singkwa towel gourd,Luffa acutangula,NCBITaxon_56866,Exact Synonym
angled luffa,Luffa acutangula,NCBITaxon_56866,Exact Synonym
ribbed luffa,Luffa acutangula,NCBITaxon_56866,Exact Synonym
Bloch's gizzard shad,Nematalosa nasus,NCBITaxon_568884,Exact Synonym
rotklee,Trifolium pratense,NCBITaxon_57577,Exact Synonym
red clover,Trifolium pratense,NCBITaxon_57577,Exact Synonym
purple clover,Trifolium pratense,NCBITaxon_57577,Exact Synonym
peavine clover,Trifolium pratense,NCBITaxon_57577,Exact Synonym
Cape lobster,Homarinus capensis,NCBITaxon_576990,Exact Synonym
ruffe,Gymnocephalus cernua,NCBITaxon_57865,Exact Synonym
wood strawberry,Fragaria vesca,NCBITaxon_57918,Exact Synonym
wild strawberry,Fragaria vesca,NCBITaxon_57918,Exact Synonym
alpine strawberry,Fragaria vesca,NCBITaxon_57918,Exact Synonym
European strawberry,Fragaria vesca,NCBITaxon_57918,Exact Synonym
cinnamon rose,Rosa majalis,NCBITaxon_57935,Exact Synonym
May rose,Rosa majalis,NCBITaxon_57935,Exact Synonym
shortfin mako shark,Isurus oxyrinchus,NCBITaxon_57983,Exact Synonym
shortfin mako,Isurus oxyrinchus,NCBITaxon_57983,Exact Synonym
vascular plants,Tracheophyta,NCBITaxon_58023,Exact Synonym
seed plants,Spermatophyta,NCBITaxon_58024,Exact Synonym
common juniper,Juniperus communis,NCBITaxon_58039,Exact Synonym
Zirbelkiefer,Pinus cembra,NCBITaxon_58041,Exact Synonym
Swiss stone pine,Pinus cembra,NCBITaxon_58041,Exact Synonym
Arve,Pinus cembra,NCBITaxon_58041,Exact Synonym
Japanese scad,Decapterus maruadsi,NCBITaxon_58220,Exact Synonym
mangosteen,Garcinia mangostana,NCBITaxon_58228,Exact Synonym
Eurasian minnow,Phoxinus phoxinus,NCBITaxon_58324,Exact Synonym
Amur bitterling,Rhodeus sericeus,NCBITaxon_58327,Exact Synonym
Randia,Randia <angiosperm>,NCBITaxon_58445,Exact Synonym
goldsaddle goatfish,Parupeneus cyclostomus,NCBITaxon_586844,Exact Synonym
tamarind,Tamarindus indica,NCBITaxon_58860,Exact Synonym
Phyllanthus,Phyllanthus <angiosperm>,NCBITaxon_58880,Exact Synonym
spelt,Triticum spelta,NCBITaxon_58933,Exact Synonym
narrow-leaf cattail,Typha angustifolia,NCBITaxon_59011,Exact Synonym
lamb's-lettuce,Valerianella locusta,NCBITaxon_59166,Exact Synonym
European cornsalad,Valerianella locusta,NCBITaxon_59166,Exact Synonym
common whitefish,Coregonus lavaretus,NCBITaxon_59291,Exact Synonym
inconnu,Stenodus leucichthys,NCBITaxon_59296,Exact Synonym
zombi-pea,Vigna vexillata,NCBITaxon_59626,Exact Synonym
aka sasage,Vigna vexillata,NCBITaxon_59626,Exact Synonym
slipper lobsters,Scyllaridae,NCBITaxon_59755,Exact Synonym
spot croaker,Leiostomus xanthurus,NCBITaxon_59837,Exact Synonym
spot,Leiostomus xanthurus,NCBITaxon_59837,Exact Synonym
lake whitefish,Coregonus clupeaformis,NCBITaxon_59861,Exact Synonym
Chilean silverside,Odontesthes regia,NCBITaxon_598664,Exact Synonym
globe artichoke,Cynara cardunculus var. scolymus,NCBITaxon_59895,Exact Synonym
artichoke,Cynara cardunculus var. scolymus,NCBITaxon_59895,Exact Synonym
silver kingfish,Rexea solandri,NCBITaxon_59946,Exact Synonym
common gemfish,Rexea solandri,NCBITaxon_59946,Exact Synonym
silver gemfish,Rexea solandri,NCBITaxon_59946,Exact Synonym
hake,Rexea solandri,NCBITaxon_59946,Exact Synonym
king barracouta,Rexea solandri,NCBITaxon_59946,Exact Synonym
eastern gemfish,Rexea solandri,NCBITaxon_59946,Exact Synonym
southern kingfish,Rexea solandri,NCBITaxon_59946,Exact Synonym
Chinese chestnut,Castanea mollissima,NCBITaxon_60419,Exact Synonym
American beech,Fagus grandifolia,NCBITaxon_60423,Exact Synonym
ayu,Plecoglossus altivelis,NCBITaxon_61084,Exact Synonym
New Zealand longfin eel,Anguilla dieffenbachii,NCBITaxon_61127,Exact Synonym
sturgeon,Acipenser sturio,NCBITaxon_61674,Exact Synonym
black snapper,Apsilus dentatus,NCBITaxon_617122,Exact Synonym
African horned melon,Cucumis metulifer,NCBITaxon_61886,Exact Synonym
fringebarbel sturgeon,Acipenser nudiventris,NCBITaxon_61967,Exact Synonym
beluga,Huso huso,NCBITaxon_61971,Exact Synonym
Gould's goanna,Varanus gouldii,NCBITaxon_62042,Exact Synonym
huchen,Hucho hucho,NCBITaxon_62062,Exact Synonym
Arctic hare,Lepus arcticus,NCBITaxon_62618,Exact Synonym
Siberian pine,Pinus sibirica,NCBITaxon_62752,Exact Synonym
rough-head whiptail,Coelorinchus aspercephalus,NCBITaxon_630654,Exact Synonym
Campbell whiptail,Coelorinchus kaiyomaru,NCBITaxon_630662,Exact Synonym
ridge scaled rattail,Macrourus carinatus,NCBITaxon_630680,Exact Synonym
quinoa,Chenopodium quinoa,NCBITaxon_63459,Exact Synonym
turban shells,Turbinidae,NCBITaxon_63671,Exact Synonym
Turbo,Turbo <genus>,NCBITaxon_63672,Exact Synonym
doorkeeper's fish,Zeus faber,NCBITaxon_64108,Exact Synonym
John dory,Zeus faber,NCBITaxon_64108,Exact Synonym
Atlantic John dory,Zeus faber,NCBITaxon_64108,Exact Synonym
longhead dab,Myzopsetta proboscidea,NCBITaxon_641108,Exact Synonym
Alaska plaice,Pleuronectes quadrituberculatus,NCBITaxon_641111,Exact Synonym
climbing perch,Anabas testudineus,NCBITaxon_64144,Exact Synonym
giant snakehead,Channa micropeltes,NCBITaxon_64149,Exact Synonym
striped snakehead,Channa striata,NCBITaxon_64152,Exact Synonym
snakehead murrel,Channa striata,NCBITaxon_64152,Exact Synonym
chevron snakehead,Channa striata,NCBITaxon_64152,Exact Synonym
banded snakehead,Channa striata,NCBITaxon_64152,Exact Synonym
Gila trout,Oncorhynchus gilae,NCBITaxon_64185,Exact Synonym
rock shrimps,Sicyoniidae,NCBITaxon_64463,Exact Synonym
pink shrimp,Penaeus duorarum,NCBITaxon_64466,Exact Synonym
white shrimp,Penaeus setiferus,NCBITaxon_64468,Exact Synonym
mollusks,Mollusca,NCBITaxon_6447,Exact Synonym
molluscs,Mollusca,NCBITaxon_6447,Exact Synonym
gastropods,Gastropoda,NCBITaxon_6448,Exact Synonym
abalones,Haliotidae,NCBITaxon_6451,Exact Synonym
pink abalone,Haliotis corrugata,NCBITaxon_6453,Exact Synonym
abalone,Haliotis corrugata,NCBITaxon_6453,Exact Synonym
red abalone,Haliotis rufescens,NCBITaxon_6454,Exact Synonym
California red abalone,Haliotis rufescens,NCBITaxon_6454,Exact Synonym
black abalone,Haliotis cracherodii,NCBITaxon_6455,Exact Synonym
green abalone,Haliotis fulgens,NCBITaxon_6456,Exact Synonym
white abalone,Haliotis sorenseni,NCBITaxon_6458,Exact Synonym
lindens,Tilia,NCBITaxon_64580,Exact Synonym
flat abalone,Haliotis walallensis,NCBITaxon_6459,Exact Synonym
top shells,Trochidae,NCBITaxon_6466,Exact Synonym
horn shells,Potamididae,NCBITaxon_6470,Exact Synonym
velvet belly lantern shark,Etmopterus spinax,NCBITaxon_648166,Exact Synonym
brill,Scophthalmus rhombus,NCBITaxon_65125,Exact Synonym
brown garden snail,Helix aspersa,NCBITaxon_6535,Exact Synonym
pepperwort,Lepidium campestre,NCBITaxon_65351,Exact Synonym
field pepperweed,Lepidium campestre,NCBITaxon_65351,Exact Synonym
field peppergrass,Lepidium campestre,NCBITaxon_65351,Exact Synonym
bastard cress,Lepidium campestre,NCBITaxon_65351,Exact Synonym
edible snail,Helix pomatia,NCBITaxon_6536,Exact Synonym
Roman snail,Helix pomatia,NCBITaxon_6536,Exact Synonym
bivalves,Bivalvia,NCBITaxon_6544,Exact Synonym
kaksa,Momordica dioica,NCBITaxon_654836,Exact Synonym
California mussel,Mytilus californianus,NCBITaxon_6549,Exact Synonym
edible mussel,Mytilus edulis,NCBITaxon_6550,Exact Synonym
blue mussel,Mytilus edulis,NCBITaxon_6550,Exact Synonym
common blue mussel,Mytilus trossulus,NCBITaxon_6551,Exact Synonym
bay mussel,Mytilus trossulus,NCBITaxon_6551,Exact Synonym
ark shells,Arcidae,NCBITaxon_6553,Exact Synonym
hollyhock,Alcea rosea,NCBITaxon_65557,Exact Synonym
oysters,Ostreidae,NCBITaxon_6563,Exact Synonym
eastern oyster,Crassostrea virginica,NCBITaxon_6565,Exact Synonym
scallops,Pectinidae,NCBITaxon_6566,Exact Synonym
spotted wolffish,Anarhichas minor,NCBITaxon_65739,Exact Synonym
sea scallop,Placopecten magellanicus,NCBITaxon_6577,Exact Synonym
surf clams,Mactridae,NCBITaxon_6581,Exact Synonym
Atlantic surf-clam,Spisula solidissima,NCBITaxon_6584,Exact Synonym
Atlantic surf clam,Spisula solidissima,NCBITaxon_6584,Exact Synonym
razor clams,Solenidae,NCBITaxon_6585,Exact Synonym
venus clams,Veneridae,NCBITaxon_6592,Exact Synonym
sunray clam,Macrocallista nimbosa,NCBITaxon_6594,Exact Synonym
sun-ray clam,Macrocallista nimbosa,NCBITaxon_6594,Exact Synonym
northern quahog,Mercenaria mercenaria,NCBITaxon_6596,Exact Synonym
softshell,Mya arenaria,NCBITaxon_6604,Exact Synonym
cephalopods,Cephalopoda,NCBITaxon_6605,Exact Synonym
Arabian jasmine,Jasminum sambac,NCBITaxon_660624,Exact Synonym
cuttlefishes,Sepiidae,NCBITaxon_6608,Exact Synonym
cuttlefish,Sepiidae,NCBITaxon_6608,Exact Synonym
common cuttlefish,Sepia officinalis,NCBITaxon_6610,Exact Synonym
smalleye hammerhead,Sphyrna tudes,NCBITaxon_661134,Exact Synonym
great hammerhead,Sphyrna tudes,NCBITaxon_661134,Exact Synonym
sandpaper fish,Paratrachichthys trailli,NCBITaxon_662062,Exact Synonym
arrow squids,Ommastrephidae,NCBITaxon_6626,Exact Synonym
Argentinian squid,Illex argentinus,NCBITaxon_6628,Exact Synonym
Gould's flying squid,Nototodarus gouldi,NCBITaxon_6631,Exact Synonym
Japanese flying squid,Todarodes pacificus,NCBITaxon_6637,Exact Synonym
creeping rubber plant,Ficus pumila,NCBITaxon_66386,Exact Synonym
creeping fig,Ficus pumila,NCBITaxon_66386,Exact Synonym
climbing fig,Ficus pumila,NCBITaxon_66386,Exact Synonym
musky octopus,Eledone moschata,NCBITaxon_6641,Exact Synonym
nyala,Tragelaphus angasii,NCBITaxon_66437,Exact Synonym
common octopus,Octopus vulgaris,NCBITaxon_6645,Exact Synonym
chitons,Polyplacophora,NCBITaxon_6650,Exact Synonym
crustaceans,Crustacea,NCBITaxon_6657,Exact Synonym
durian,Durio zibethinus,NCBITaxon_66656,Exact Synonym
lipstick tree family,Bixaceae,NCBITaxon_66670,Exact Synonym
urucum,Bixa orellana,NCBITaxon_66672,Exact Synonym
roucou,Bixa orellana,NCBITaxon_66672,Exact Synonym
arnatto,Bixa orellana,NCBITaxon_66672,Exact Synonym
achiote,Bixa orellana,NCBITaxon_66672,Exact Synonym
annatto,Bixa orellana,NCBITaxon_66672,Exact Synonym
lipstick tree,Bixa orellana,NCBITaxon_66672,Exact Synonym
summer flounder,Paralichthys dentatus,NCBITaxon_66718,Exact Synonym
penaeid shrimps,Penaeidae,NCBITaxon_6685,Exact Synonym
tiger prawn,Penaeus monodon,NCBITaxon_6687,Exact Synonym
giant tiger prawn,Penaeus monodon,NCBITaxon_6687,Exact Synonym
black tiger shrimp,Penaeus monodon,NCBITaxon_6687,Exact Synonym
white shrimp,Penaeus vannamei,NCBITaxon_6689,Exact Synonym
white Pacific shrimp,Penaeus vannamei,NCBITaxon_6689,Exact Synonym
Pacific white shrimp,Penaeus vannamei,NCBITaxon_6689,Exact Synonym
brown shrimp,Penaeus aztecus,NCBITaxon_6690,Exact Synonym
white catfish,Ameiurus catus,NCBITaxon_66911,Exact Synonym
yellow bullhead,Ameiurus natalis,NCBITaxon_66912,Exact Synonym
blue catfish,Ictalurus furcatus,NCBITaxon_66913,Exact Synonym
palaemonid shrimps,Palaemonidae,NCBITaxon_6695,Exact Synonym
monsoon river-prawn,Macrobrachium malcolmsonii,NCBITaxon_6697,Exact Synonym
pandalid shrimps,Pandalidae,NCBITaxon_6701,Exact Synonym
northern shrimp,Pandalus borealis,NCBITaxon_6703,Exact Synonym
northern red shrimp,Pandalus borealis,NCBITaxon_6703,Exact Synonym
clawed lobsters,Nephropidae,NCBITaxon_6704,Exact Synonym
American lobster,Homarus americanus,NCBITaxon_6706,Exact Synonym
European lobster,Homarus gammarus,NCBITaxon_6707,Exact Synonym
true lobsters and crayfishes,Astacidea,NCBITaxon_6712,Exact Synonym
noble crayfish,Astacus astacus,NCBITaxon_6715,Exact Synonym
broad-fingered crayfish,Astacus astacus,NCBITaxon_6715,Exact Synonym
crayfish,Astacoidea,NCBITaxon_6724,Exact Synonym
red swamp crayfish,Procambarus clarkii,NCBITaxon_6728,Exact Synonym
spiny lobsters,Palinuridae,NCBITaxon_6731,Exact Synonym
Japanese spiny lobster,Panulirus japonicus,NCBITaxon_6736,Exact Synonym
Caribbean spiny lobster,Panulirus argus,NCBITaxon_6737,Exact Synonym
hermit crabs,Anomura,NCBITaxon_6738,Exact Synonym
stone and king crabs,Lithodidae,NCBITaxon_6739,Exact Synonym
red king crab,Paralithodes camtschaticus,NCBITaxon_6741,Exact Synonym
Kamchatka crab,Paralithodes camtschaticus,NCBITaxon_6741,Exact Synonym
true crabs,Brachyura,NCBITaxon_6752,Exact Synonym
short-tailed crabs,Brachyura,NCBITaxon_6752,Exact Synonym
rock crabs,Cancridae,NCBITaxon_6753,Exact Synonym
rock crab,Cancer pagurus,NCBITaxon_6755,Exact Synonym
edible crab,Cancer pagurus,NCBITaxon_6755,Exact Synonym
Atlantic rock crab,Cancer irroratus,NCBITaxon_6756,Exact Synonym
swimming crabs,Portunidae,NCBITaxon_6757,Exact Synonym
mud crabs,Scylla,NCBITaxon_6760,Exact Synonym
mangrove crabs,Scylla,NCBITaxon_6760,Exact Synonym
mud crab,Scylla serrata,NCBITaxon_6761,Exact Synonym
giant mud crab,Scylla serrata,NCBITaxon_6761,Exact Synonym
Samoan crab,Scylla serrata,NCBITaxon_6761,Exact Synonym
Indo-Pacific swamp crab,Scylla serrata,NCBITaxon_6761,Exact Synonym
blue crab,Callinectes sapidus,NCBITaxon_6763,Exact Synonym
land crabs,Gecarcinidae,NCBITaxon_6764,Exact Synonym
deepsea crabs,Geryonidae,NCBITaxon_6775,Exact Synonym
California quail,Callipepla californica,NCBITaxon_67771,Exact Synonym
mud crabs,Xanthoidea,NCBITaxon_6778,Exact Synonym
Florida stone crab,Menippe mercenaria,NCBITaxon_6781,Exact Synonym
spider crabs,Majidae,NCBITaxon_6805,Exact Synonym
Norway lobster,Nephrops norvegicus,NCBITaxon_6829,Exact Synonym
nursehound,Scyliorhinus stellaris,NCBITaxon_68454,Exact Synonym
Siamese crocodile,Crocodylus siamensis,NCBITaxon_68455,Exact Synonym
white sapote,Casimiroa edulis,NCBITaxon_68535,Exact Synonym
matasano,Casimiroa edulis,NCBITaxon_68535,Exact Synonym
Mexican-apple,Casimiroa edulis,NCBITaxon_68535,Exact Synonym
Chola guitarfish,Pseudobatos percellens,NCBITaxon_690869,Exact Synonym
baobab,Adansonia digitata,NCBITaxon_69109,Exact Synonym
New World silversides,Atherinidae,NCBITaxon_69128,Exact Synonym
