Term,Expansion,
garret,[Structure-OR-Area],
gas chamber,[Structure-OR-Area],
gastropub,[Structure-OR-Area],
gated community,[Structure-OR-Area],
gatehouse,[Structure-OR-Area],
gazebo,[Structure-OR-Area],
general headquarters,[Structure-OR-Area],
general store,[Structure-OR-Area],
GHQ,[Structure-OR-Area],
gift shop,[Structure-OR-Area],
goalmouth,[Structure-OR-Area],
godown,[Structure-OR-Area],
God's country,[Structure-OR-Area],
goldfield,[Structure-OR-Area],
golf course,[Structure-OR-Area],
golf links,[Structure-OR-Area],
granary,[Structure-OR-Area],
grange,[Structure-OR-Area],
granny flat,[Structure-OR-Area],
grass court,[Structure-OR-Area],
grazing,[Structure-OR-Area],
greasy spoon,[Structure-OR-Area],
green room,[Structure-OR-Area],
greenhouse,[Structure-OR-Area],
ground floor,[Structure-OR-Area],
groyne,[Structure-OR-Area],
guardhouse,[Structure-OR-Area],
guardroom,[Structure-OR-Area],
guest room,[Structure-OR-Area],
guideway,[Structure-OR-Area],
guildhall,[Structure-OR-Area],
gurdwara,[Structure-OR-Area],
gymnasium,[Structure-OR-Area],
hacienda,[Structure-OR-Area],
half bath,[Structure-OR-Area],
hall of residence,[Structure-OR-Area],
hangar,[Structure-OR-Area],
harbour,[Structure-OR-Area],
hard court,[Structure-OR-Area],
Harley Street,[Structure-OR-Area],
hatchery,[Structure-OR-Area],
hayloft,[Structure-OR-Area],
health centre,[Structure-OR-Area],
health club,[Structure-OR-Area],
heel bar,[Structure-OR-Area],
helipad,[Structure-OR-Area],
high street,[Structure-OR-Area],
home unit,[Structure-OR-Area],
hospice,[Structure-OR-Area],
hospital,[Structure-OR-Area],
hostelry,[Structure-OR-Area],
house of God,[Structure-OR-Area],
housing estate,[Structure-OR-Area],
housing project,[Structure-OR-Area],
hovel,[Structure-OR-Area],
humpback bridge,[Structure-OR-Area],
hut,[Structure-OR-Area],
hyperbaric chamber,[Structure-OR-Area],
hypermarket,[Structure-OR-Area],
ice house,[Structure-OR-Area],
igloo,[Structure-OR-Area],
in goal area,[Structure-OR-Area],
in law apartment,[Structure-OR-Area],
incident room,[Structure-OR-Area],
industrial estate,[Structure-OR-Area],
industrial tribunal,[Structure-OR-Area],
infield,[Structure-OR-Area],
interstate,[Structure-OR-Area],
jail,[Structure-OR-Area],
jailhouse,[Structure-OR-Area],
jetway,[Structure-OR-Area],
jobcentre,[Structure-OR-Area],
junior common room,[Structure-OR-Area],
juvenile court,[Structure-OR-Area],
Kaaba,[Structure-OR-Area],
kangaroo court,[Structure-OR-Area],
kasbah,[Structure-OR-Area],
kennel,[Structure-OR-Area],
kitchen,[Structure-OR-Area],
kitchen garden,[Structure-OR-Area],
kitchenette,[Structure-OR-Area],
knocking shop,[Structure-OR-Area],
lab,[Structure-OR-Area],
laboratory,[Structure-OR-Area],
land office,[Structure-OR-Area],
land registry,[Structure-OR-Area],
language laboratory,[Structure-OR-Area],
lapa,[Structure-OR-Area],
law court,[Structure-OR-Area],
lean to,[Structure-OR-Area],
lecture theatre,[Structure-OR-Area],
leisure centre,[Structure-OR-Area],
lending library,[Structure-OR-Area],
Library of Congress,[Structure-OR-Area],
links,[Structure-OR-Area],
liquor store,[Structure-OR-Area],
building,[Structure-OR-Area],
door,[Structure-OR-Area],
window,[Structure-OR-Area],
listed building,[Structure-OR-Area],
living room,[Structure-OR-Area],
locker room,[Structure-OR-Area],
lodging house,[Structure-OR-Area],
log cabin,[Structure-OR-Area],
loggia,[Structure-OR-Area],
loose box,[Structure-OR-Area],
lounge bar,[Structure-OR-Area],
love nest,[Structure-OR-Area],
lumberyard,[Structure-OR-Area],
lunatic asylum,[Structure-OR-Area],
lunch home,[Structure-OR-Area],
luncheonette,[Structure-OR-Area],
lunchroom,[Structure-OR-Area],
magnetic field,[Structure-OR-Area],
main drag,[Structure-OR-Area],
main line,[Structure-OR-Area],
maisonette,[Structure-OR-Area],
mall,[Structure-OR-Area],
malthouse,[Structure-OR-Area],
manÃ¨ge,[Structure-OR-Area],
mandir,[Structure-OR-Area],
manse,[Structure-OR-Area],
marina,[Structure-OR-Area],
market garden,[Structure-OR-Area],
masonry,[Structure-OR-Area],
mausoleum,[Structure-OR-Area],
meadow,[Structure-OR-Area],
medical hall,[Structure-OR-Area],
meeting house,[Structure-OR-Area],
meeting place,[Structure-OR-Area],
megastore,[Structure-OR-Area],
men's room,[Structure-OR-Area],
mews,[Structure-OR-Area],
mews house,[Structure-OR-Area],
Middle East,[Structure-OR-Area],
minimart,[Structure-OR-Area],
minimum security prison,[Structure-OR-Area],
minster,[Structure-OR-Area],
model home,[Structure-OR-Area],
monastery,[Structure-OR-Area],
moot court,[Structure-OR-Area],
morning room,[Structure-OR-Area],
mosque,[Structure-OR-Area],
motel,[Structure-OR-Area],
mother in law apartment,[Structure-OR-Area],
motor lodge,[Structure-OR-Area],
motor park,[Structure-OR-Area],
motorway,[Structure-OR-Area],
motte and bailey castle,[Structure-OR-Area],
movie theater,[Structure-OR-Area],
multi storey car park,[Structure-OR-Area],
multiplex,[Structure-OR-Area],
museum,[Structure-OR-Area],
nature strip,[Structure-OR-Area],
nave,[Structure-OR-Area],
Near East,[Structure-OR-Area],
necropolis,[Structure-OR-Area],
New England,[Structure-OR-Area],
news room,[Structure-OR-Area],
news stand,[Structure-OR-Area],
newsroom,[Structure-OR-Area],
nightclub,[Structure-OR-Area],
Nissen hut,[Structure-OR-Area],
No 10,[Structure-OR-Area],
no fly zone,[Structure-OR-Area],
no go area,[Structure-OR-Area],
Number Ten,[Structure-OR-Area],
nursing home,[Structure-OR-Area],
oast house,[Structure-OR-Area],
observatory,[Structure-OR-Area],
off licence,[Structure-OR-Area],
off ramp,[Structure-OR-Area],
office block,[Structure-OR-Area],
oilfield,[Structure-OR-Area],
Old Bailey,[Structure-OR-Area],
on ramp,[Structure-OR-Area],
op shop,[Structure-OR-Area],
open prison,[Structure-OR-Area],
opera house,[Structure-OR-Area],
operating theatre,[Structure-OR-Area],
operations room,[Structure-OR-Area],
opportunity shop,[Structure-OR-Area],
orangery,[Structure-OR-Area],
orbital,[Structure-OR-Area],
orchestra pit,[Structure-OR-Area],
oriel,[Structure-OR-Area],
outbuilding,[Structure-OR-Area],
outer belt,[Structure-OR-Area],
outer space,[Structure-OR-Area],
outfield,[Structure-OR-Area],
outside lane,[Structure-OR-Area],
overbridge,[Structure-OR-Area],
overpass,[Structure-OR-Area],
package store,[Structure-OR-Area],
padded cell,[Structure-OR-Area],
paddling pool,[Structure-OR-Area],
pagoda,[Structure-OR-Area],
paper shop,[Structure-OR-Area],
parade ground,[Structure-OR-Area],
parapet,[Structure-OR-Area],
parkade,[Structure-OR-Area],
parking garage,[Structure-OR-Area],
parking lot,[Structure-OR-Area],
parkland,[Structure-OR-Area],
parkway,[Structure-OR-Area],
parsonage,[Structure-OR-Area],
party wall,[Structure-OR-Area],
passing lane,[Structure-OR-Area],
pasturage,[Structure-OR-Area],
pastureland,[Structure-OR-Area],
patio,[Structure-OR-Area],
pawnshop,[Structure-OR-Area],
pedestrian crossing,[Structure-OR-Area],
pelican crossing,[Structure-OR-Area],
penalty area,[Structure-OR-Area],
penitentiary,[Structure-OR-Area],
pension,[Structure-OR-Area],
penthouse,[Structure-OR-Area],
pergola,[Structure-OR-Area],
petrol station,[Structure-OR-Area],
petting zoo,[Structure-OR-Area],
piazza,[Structure-OR-Area],
pied Ã  terre,[Structure-OR-Area],
pillbox,[Structure-OR-Area],
piste,[Structure-OR-Area],
pizzeria,[Structure-OR-Area],
planetarium,[Structure-OR-Area],
playroom,[Structure-OR-Area],
plunge pool,[Structure-OR-Area],
polling booth,[Structure-OR-Area],
polling station,[Structure-OR-Area],
polyclinic,[Structure-OR-Area],
poolside,[Structure-OR-Area],
poorhouse,[Structure-OR-Area],
Portakabin,[Structure-OR-Area],
post exchange,[Structure-OR-Area],
potting shed,[Structure-OR-Area],
power plant,[Structure-OR-Area],
power station,[Structure-OR-Area],
prefab,[Structure-OR-Area],
premises,[Structure-OR-Area],
press box,[Structure-OR-Area],
press gallery,[Structure-OR-Area],
priory,[Structure-OR-Area],
pub,[Structure-OR-Area],
public bar,[Structure-OR-Area],
public convenience,[Structure-OR-Area],
public house,[Structure-OR-Area],
public housing,[Structure-OR-Area],
pump room,[Structure-OR-Area],
pup tent,[Structure-OR-Area],
purlieus,[Structure-OR-Area],
putting green,[Structure-OR-Area],
PX,[Structure-OR-Area],
quadrangle,[Structure-OR-Area],
quarter sessions,[Structure-OR-Area],
quay,[Structure-OR-Area],
quayside,[Structure-OR-Area],
Quonset hut,[Structure-OR-Area],
racecourse,[Structure-OR-Area],
raceway,[Structure-OR-Area],
railing,[Structure-OR-Area],
rampart,[Structure-OR-Area],
ranch,[Structure-OR-Area],
rat run,[Structure-OR-Area],
reactor,[Structure-OR-Area],
reading room,[Structure-OR-Area],
realty,[Structure-OR-Area],
reception room,[Structure-OR-Area],
rectory,[Structure-OR-Area],
red zone,[Structure-OR-Area],
refectory,[Structure-OR-Area],
reference library,[Structure-OR-Area],
Reformed Church,[Structure-OR-Area],
registry office,[Structure-OR-Area],
relief road,[Structure-OR-Area],
rest area,[Structure-OR-Area],
rest house,[Structure-OR-Area],
restaurant,[Structure-OR-Area],
restroom,[Structure-OR-Area],
retail park,[Structure-OR-Area],
retail store,[Structure-OR-Area],
ridge tent,[Structure-OR-Area],
right field,[Structure-OR-Area],
ring road,[Structure-OR-Area],
ringside,[Structure-OR-Area],
riviera,[Structure-OR-Area],
roadhouse,[Structure-OR-Area],
roadside,[Structure-OR-Area],
roadway,[Structure-OR-Area],
rock garden,[Structure-OR-Area],
rockery,[Structure-OR-Area],
rondavel,[Structure-OR-Area],
roof garden,[Structure-OR-Area],
rooftop,[Structure-OR-Area],
room,[Structure-OR-Area],
rooming house,[Structure-OR-Area],
rotunda,[Structure-OR-Area],
row house,[Structure-OR-Area],
rumpus room,[Structure-OR-Area],
sacristy,[Structure-OR-Area],
safari park,[Structure-OR-Area],
safe house,[Structure-OR-Area],
safety island,[Structure-OR-Area],
saleroom,[Structure-OR-Area],
salesroom,[Structure-OR-Area],
saltbox,[Structure-OR-Area],
sand trap,[Structure-OR-Area],
sandbox,[Structure-OR-Area],
Savile Row,[Structure-OR-Area],
school district,[Structure-OR-Area],
schoolroom,[Structure-OR-Area],
schoolyard,[Structure-OR-Area],
science park,[Structure-OR-Area],
Scotland Yard,[Structure-OR-Area],
scriptorium,[Structure-OR-Area],
scullery,[Structure-OR-Area],
sea lane,[Structure-OR-Area],
sea wall,[Structure-OR-Area],
seaside,[Structure-OR-Area],
senior common room,[Structure-OR-Area],
sentry box,[Structure-OR-Area],
servery,[Structure-OR-Area],
service area,[Structure-OR-Area],
service road,[Structure-OR-Area],
settlement house,[Structure-OR-Area],
shack,[Structure-OR-Area],
shamba,[Structure-OR-Area],
shed,[Structure-OR-Area],
sheepfold,[Structure-OR-Area],
sheriff court,[Structure-OR-Area],
shifting cultivation,[Structure-OR-Area],
shipyard,[Structure-OR-Area],
shithouse,[Structure-OR-Area],
shophouse,[Structure-OR-Area],
shopping arcade,[Structure-OR-Area],
shopping centre,[Structure-OR-Area],
shopping mall,[Structure-OR-Area],
show house,[Structure-OR-Area],
showground,[Structure-OR-Area],
showroom,[Structure-OR-Area],
shrubbery,[Structure-OR-Area],
sickbay,[Structure-OR-Area],
sickroom,[Structure-OR-Area],
side road,[Structure-OR-Area],
side street,[Structure-OR-Area],
sidewalk,[Structure-OR-Area],
signal box,[Structure-OR-Area],
sitting room,[Structure-OR-Area],
skatepark,[Structure-OR-Area],
ski run,[Structure-OR-Area],
skidpan,[Structure-OR-Area],
skyscraper,[Structure-OR-Area],
slaughterhouse,[Structure-OR-Area],
sleeping policeman,[Structure-OR-Area],
slip road,[Structure-OR-Area],
slipway,[Structure-OR-Area],
slow lane,[Structure-OR-Area],
small claims court,[Structure-OR-Area],
smithy,[Structure-OR-Area],
smoke shop,[Structure-OR-Area],
snowfield,[Structure-OR-Area],
snug,[Structure-OR-Area],
social housing,[Structure-OR-Area],
solarium,[Structure-OR-Area],
souk,[Structure-OR-Area],
sound stage,[Structure-OR-Area],
spaza,[Structure-OR-Area],
special development area,[Structure-OR-Area],
speed hump,[Structure-OR-Area],
speed trap,[Structure-OR-Area],
splashdown,[Structure-OR-Area],
sports bar,[Structure-OR-Area],
sports centre,[Structure-OR-Area],
St Elmo's fire,[Structure-OR-Area],
stabling,[Structure-OR-Area],
stadium,[Structure-OR-Area],
staffroom,[Structure-OR-Area],
state house,[Structure-OR-Area],
stately home,[Structure-OR-Area],
station house,[Structure-OR-Area],
steakhouse,[Structure-OR-Area],
stockbroker belt,[Structure-OR-Area],
stockroom,[Structure-OR-Area],
stoep,[Structure-OR-Area],
stonework,[Structure-OR-Area],
storeroom,[Structure-OR-Area],
straightaway,[Structure-OR-Area],
street,[Structure-OR-Area],
strike zone,[Structure-OR-Area],
strip club,[Structure-OR-Area],
strip mall,[Structure-OR-Area],
strongroom,[Structure-OR-Area],
study bedroom,[Structure-OR-Area],
sub post office,[Structure-OR-Area],
substation,[Structure-OR-Area],
suburb,[Structure-OR-Area],
sun lounge,[Structure-OR-Area],
sunroom,[Structure-OR-Area],
sunspot,[Structure-OR-Area],
supercontinent,[Structure-OR-Area],
supermarket,[Structure-OR-Area],
superstore,[Structure-OR-Area],
Supreme Court,[Structure-OR-Area],
suspension bridge,[Structure-OR-Area],
swimming bath,[Structure-OR-Area],
swing bridge,[Structure-OR-Area],
synagogue,[Structure-OR-Area],
tank,[Structure-OR-Area],
taproom,[Structure-OR-Area],
tavern,[Structure-OR-Area],
tea room,[Structure-OR-Area],
tea shop,[Structure-OR-Area],
teepee,[Structure-OR-Area],
telecottage,[Structure-OR-Area],
tenement,[Structure-OR-Area],
tent,[Structure-OR-Area],
tepee,[Structure-OR-Area],
terminus,[Structure-OR-Area],
terraced house,[Structure-OR-Area],
theme park,[Structure-OR-Area],
thoroughfare,[Structure-OR-Area],
thrift shop,[Structure-OR-Area],
throughway,[Structure-OR-Area],
thruway,[Structure-OR-Area],
tied house,[Structure-OR-Area],
time zone,[Structure-OR-Area],
toll plaza,[Structure-OR-Area],
tollbooth,[Structure-OR-Area],
tomb,[Structure-OR-Area],
tower block,[Structure-OR-Area],
town hall,[Structure-OR-Area],
tract house,[Structure-OR-Area],
trading post,[Structure-OR-Area],
traffic island,[Structure-OR-Area],
transept,[Structure-OR-Area],
transport cafe,[Structure-OR-Area],
trattoria,[Structure-OR-Area],
tribunal,[Structure-OR-Area],
truck farm,[Structure-OR-Area],
truck stop,[Structure-OR-Area],
trunk road,[Structure-OR-Area],
turnpike,[Structure-OR-Area],
twin bedroom,[Structure-OR-Area],
two up two down,[Structure-OR-Area],
underpass,[Structure-OR-Area],
upstairs,[Structure-OR-Area],
utility room,[Structure-OR-Area],
Valhalla,[Structure-OR-Area],
variety store,[Structure-OR-Area],
vaudeville theater,[Structure-OR-Area],
velodrome,[Structure-OR-Area],
Venture Scout,[Structure-OR-Area],
vestry,[Structure-OR-Area],
viaduct,[Structure-OR-Area],
vicarage,[Structure-OR-Area],
vicinity,[Structure-OR-Area],
void deck,[Structure-OR-Area],
voting booth,[Structure-OR-Area],
wading pool,[Structure-OR-Area],
waiting room,[Structure-OR-Area],
walkway,[Structure-OR-Area],
wall,[Structure-OR-Area],
Wall Street,[Structure-OR-Area],
wall tent,[Structure-OR-Area],
wardroom,[Structure-OR-Area],
warehouse,[Structure-OR-Area],
washroom,[Structure-OR-Area],
water closet,[Structure-OR-Area],
water meadow,[Structure-OR-Area],
watermill,[Structure-OR-Area],
waterway,[Structure-OR-Area],
wayside,[Structure-OR-Area],
WC,[Structure-OR-Area],
West End,[Structure-OR-Area],
wheelhouse,[Structure-OR-Area],
whorehouse,[Structure-OR-Area],
wigwam,[Structure-OR-Area],
wind tunnel,[Structure-OR-Area],
wind turbine,[Structure-OR-Area],
wine bar,[Structure-OR-Area],
wine farm,[Structure-OR-Area],
winning post,[Structure-OR-Area],
woodshed,[Structure-OR-Area],
workhouse,[Structure-OR-Area],
workroom,[Structure-OR-Area],
wreckage,[Structure-OR-Area],
youth club,[Structure-OR-Area],
youth hostel,[Structure-OR-Area],
yurt,[Structure-OR-Area],
zebra crossing,[Structure-OR-Area],
zoo,[Structure-OR-Area],
aqueduct,[Structure-OR-Area-OR-ManmadeObject],
aviary,[Structure-OR-Area-OR-ManmadeObject],
bedding,[Structure-OR-Area-OR-ManmadeObject],
belvedere,[Structure-OR-Area-OR-ManmadeObject],
blast furnace,[Structure-OR-Area-OR-ManmadeObject],
bodywork,[Structure-OR-Area-OR-ManmadeObject],
bus shelter,[Structure-OR-Area-OR-ManmadeObject],
buttress,[Structure-OR-Area-OR-ManmadeObject],
chimney piece,[Structure-OR-Area-OR-ManmadeObject],
chloroplast,[Structure-OR-Area-OR-ManmadeObject],
climbing frame,[Structure-OR-Area-OR-ManmadeObject],
conning tower,[Structure-OR-Area-OR-ManmadeObject],
cowcatcher,[Structure-OR-Area-OR-ManmadeObject],
cranium,[Structure-OR-Area-OR-ManmadeObject],
crash barrier,[Structure-OR-Area-OR-ManmadeObject],
crosspiece,[Structure-OR-Area-OR-ManmadeObject],
facility,[Structure-OR-Area-OR-ManmadeObject],
gallows,[Structure-OR-Area-OR-ManmadeObject],
gasometer,[Structure-OR-Area-OR-ManmadeObject],
gibbet,[Structure-OR-Area-OR-ManmadeObject],
grandstand,[Structure-OR-Area-OR-ManmadeObject],
half pipe,[Structure-OR-Area-OR-ManmadeObject],
honeycomb,[Structure-OR-Area-OR-ManmadeObject],
jetty,[Structure-OR-Area-OR-ManmadeObject],
jungle gym,[Structure-OR-Area-OR-ManmadeObject],
macrocosm,[Structure-OR-Area-OR-ManmadeObject],
nuclear reactor,[Structure-OR-Area-OR-ManmadeObject],
oil rig,[Structure-OR-Area-OR-ManmadeObject],
oxygen tent,[Structure-OR-Area-OR-ManmadeObject],
photo booth,[Structure-OR-Area-OR-ManmadeObject],
polytunnel,[Structure-OR-Area-OR-ManmadeObject],
pylon,[Structure-OR-Area-OR-ManmadeObject],
rood screen,[Structure-OR-Area-OR-ManmadeObject],
space station,[Structure-OR-Area-OR-ManmadeObject],
spire,[Structure-OR-Area-OR-ManmadeObject],
storm door,[Structure-OR-Area-OR-ManmadeObject],
taste bud,[Structure-OR-Area-OR-ManmadeObject],
tree house,[Structure-OR-Area-OR-ManmadeObject],
trestle,[Structure-OR-Area-OR-ManmadeObject],
water feature,[Structure-OR-Area-OR-ManmadeObject],
water tower,[Structure-OR-Area-OR-ManmadeObject],
weir,[Structure-OR-Area-OR-ManmadeObject],
wharf,[Structure-OR-Area-OR-ManmadeObject],
because,[SubordConjunction-Purpose],
academic year,[TimeRelated],
access time,[TimeRelated],
Advent Sunday,[TimeRelated],
afternoon,[TimeRelated],
April,[TimeRelated],
Arbor Day,[TimeRelated],
arvo,[TimeRelated],
Ascension Day,[TimeRelated],
Ash Wednesday,[TimeRelated],
Atlantic Daylight Time,[TimeRelated],
Atlantic Standard Time,[TimeRelated],
August,[TimeRelated],
Australia Day,[TimeRelated],
autumn,[TimeRelated],
bad hair day,[TimeRelated],
bank holiday,[TimeRelated],
banner year,[TimeRelated],
beddy byes,[TimeRelated],
bedtime,[TimeRelated],
best before date,[TimeRelated],
bicentenary,[TimeRelated],
bicentennial,[TimeRelated],
birth rate,[TimeRelated],
blast off,[TimeRelated],
Bonfire Night,[TimeRelated],
Boxing Day,[TimeRelated],
breaking point,[TimeRelated],
British Summer Time,[TimeRelated],
Burns Night,[TimeRelated],
business hours,[TimeRelated],
Canada Day,[TimeRelated],
Central Daylight Time,[TimeRelated],
Central European Time,[TimeRelated],
Central Standard Time,[TimeRelated],
Central time,[TimeRelated],
Chanukkah,[TimeRelated],
chukka,[TimeRelated],
civic holiday,[TimeRelated],
closed season,[TimeRelated],
closing date,[TimeRelated],
closing time,[TimeRelated],
Columbus Day,[TimeRelated],
coming,[TimeRelated],
coming of age,[TimeRelated],
compassionate leave,[TimeRelated],
curtain call,[TimeRelated],
D Day,[TimeRelated],
Day of Judgement,[TimeRelated],
day off,[TimeRelated],
decade,[TimeRelated],
December,[TimeRelated],
dinner time,[TimeRelated],
dirty weekend,[TimeRelated],
dog days,[TimeRelated],
doomsday,[TimeRelated],
Dreamtime,[TimeRelated],
due date,[TimeRelated],
earliest,[TimeRelated],
Eastern Daylight Time,[TimeRelated],
Eastern Standard Time,[TimeRelated],
Eastern time,[TimeRelated],
eventide,[TimeRelated],
expiry date,[TimeRelated],
eye level,[TimeRelated],
face time,[TimeRelated],
Father's Day,[TimeRelated],
feast day,[TimeRelated],
February,[TimeRelated],
financial year,[TimeRelated],
first light,[TimeRelated],
fiscal year,[TimeRelated],
fly drive,[TimeRelated],
forenoon,[TimeRelated],
fortnight,[TimeRelated],
Fourth of July,[TimeRelated],
Friday,[TimeRelated],
gap year,[TimeRelated],
Good Friday,[TimeRelated],
growing season,[TimeRelated],
half day,[TimeRelated],
half hour,[TimeRelated],
half step,[TimeRelated],
half term,[TimeRelated],
Halloween,[TimeRelated],
Hanukkah,[TimeRelated],
harvest moon,[TimeRelated],
high day,[TimeRelated],
Hogmanay,[TimeRelated],
hols,[TimeRelated],
Holy Week,[TimeRelated],
ice age,[TimeRelated],
ides,[TimeRelated],
Inauguration Day,[TimeRelated],
inception,[TimeRelated],
Independence Day,[TimeRelated],
injury time,[TimeRelated],
January,[TimeRelated],
jiffy,[TimeRelated],
Judgement Day,[TimeRelated],
July,[TimeRelated],
June,[TimeRelated],
Labor Day,[TimeRelated],
lacuna,[TimeRelated],
Last Judgement,[TimeRelated],
leap year,[TimeRelated],
legal holiday,[TimeRelated],
Lent,[TimeRelated],
Lincoln's Birthday,[TimeRelated],
local time,[TimeRelated],
long weekend,[TimeRelated],
lunar cycle,[TimeRelated],
lunar day,[TimeRelated],
lunar month,[TimeRelated],
lunar year,[TimeRelated],
lunch hour,[TimeRelated],
lunchtime,[TimeRelated],
March,[TimeRelated],
Mardi Gras,[TimeRelated],
Martin Luther King Jr. Day,[TimeRelated],
Maundy Thursday,[TimeRelated],
May,[TimeRelated],
May Day,[TimeRelated],
mealtime,[TimeRelated],
Memorial Day,[TimeRelated],
Michaelmas,[TimeRelated],
midsummer,[TimeRelated],
Midsummer's Day,[TimeRelated],
midweek,[TimeRelated],
midwinter,[TimeRelated],
Monday,[TimeRelated],
morn,[TimeRelated],
Mothering Sunday,[TimeRelated],
Mother's Day,[TimeRelated],
Mountain Daylight Time,[TimeRelated],
Mountain Standard Time,[TimeRelated],
Mountain time,[TimeRelated],
nadir,[TimeRelated],
name day,[TimeRelated],
natality,[TimeRelated],
new year,[TimeRelated],
New Year's Day,[TimeRelated],
New Year's Eve,[TimeRelated],
noon,[TimeRelated],
noontide,[TimeRelated],
Noughties,[TimeRelated],
November,[TimeRelated],
October,[TimeRelated],
off day,[TimeRelated],
off year,[TimeRelated],
open day,[TimeRelated],
opening night,[TimeRelated],
opening time,[TimeRelated],
orgasm,[TimeRelated],
Pacific Daylight Time,[TimeRelated],
Pacific Standard Time,[TimeRelated],
Pacific time,[TimeRelated],
pain barrier,[TimeRelated],
Palm Sunday,[TimeRelated],
Pancake Day,[TimeRelated],
Passover,[TimeRelated],
paternity leave,[TimeRelated],
payday,[TimeRelated],
polling day,[TimeRelated],
Presidents' Day,[TimeRelated],
professional development day,[TimeRelated],
public holiday,[TimeRelated],
pull date,[TimeRelated],
quality time,[TimeRelated],
quarter day,[TimeRelated],
quarter tone,[TimeRelated],
Ramadan,[TimeRelated],
red letter day,[TimeRelated],
Remembrance Sunday,[TimeRelated],
response time,[TimeRelated],
roaring twenties,[TimeRelated],
running time,[TimeRelated],
sabbath,[TimeRelated],
Sadie Hawkins Day,[TimeRelated],
saint's day,[TimeRelated],
Saturday,[TimeRelated],
school age,[TimeRelated],
schooldays,[TimeRelated],
Second Coming,[TimeRelated],
seek time,[TimeRelated],
sell by date,[TimeRelated],
semitone,[TimeRelated],
September,[TimeRelated],
shelf life,[TimeRelated],
showtime,[TimeRelated],
Shrove Tuesday,[TimeRelated],
shutter speed,[TimeRelated],
sickie,[TimeRelated],
sixth form,[TimeRelated],
solar year,[TimeRelated],
solstice,[TimeRelated],
split second,[TimeRelated],
sports day,[TimeRelated],
springtime,[TimeRelated],
St Andrew's Day,[TimeRelated],
St George's Day,[TimeRelated],
St Valentine's Day,[TimeRelated],
standard time,[TimeRelated],
statutory holiday,[TimeRelated],
stillbirth,[TimeRelated],
summer,[TimeRelated],
summertime,[TimeRelated],
Super Tuesday,[TimeRelated],
talktime,[TimeRelated],
tax year,[TimeRelated],
teatime,[TimeRelated],
teens,[TimeRelated],
Thursday,[TimeRelated],
time frame,[TimeRelated],
tonight,[TimeRelated],
Tuesday,[TimeRelated],
turning point,[TimeRelated],
twelvemonth,[TimeRelated],
Veterans Day,[TimeRelated],
washday,[TimeRelated],
washing day,[TimeRelated],
Wednesday,[TimeRelated],
weekday,[TimeRelated],
weeknight,[TimeRelated],
Whit Sunday,[TimeRelated],
Whitsun,[TimeRelated],
Whitsuntide,[TimeRelated],
whole step,[TimeRelated],
winter,[TimeRelated],
working week,[TimeRelated],
workweek,[TimeRelated],
yesteryear,[TimeRelated],
Yom Kippur,[TimeRelated],
zero hour,[TimeRelated],
divolin,[Trademark],
en forma,[Trademark],
helen kaplan,[Trademark],
horlicks,[Trademark],
jinmi,[Trademark],
mafco,[Trademark],
mitla,[Trademark],
Roo Bites,[Trademark],
roscanela,[Trademark],
sultana,[Trademark],
valenox,[Trademark],
airspeed,[Unit],
anapaest,[Unit],
angstrom,[Unit],
astronomical unit,[Unit],
avoirdupois,[Unit],
baud,[Unit],
becquerel,[Unit],
bound form,[Unit],
byte,[Unit],
calorie,[Unit],
candela,[Unit],
cent,[Unit],
centigram,[Unit],
centilitre,[Unit],
centimetre,[Unit],
clock speed,[Unit],
coulomb,[Unit],
curie,[Unit],
decalitre,[Unit],
decametre,[Unit],
decibel,[Unit],
decilitre,[Unit],
decimetre,[Unit],
denier,[Unit],
Deutschmark,[Unit],
dinar,[Unit],
dioptre,[Unit],
drachma,[Unit],
dyne,[Unit],
ell,[Unit],
erg,[Unit],
escudo,[Unit],
Farad,[Unit],
fathom,[Unit],
fluid ounce,[Unit],
franc,[Unit],
gallon,[Unit],
gigabyte,[Unit],
gigaflop,[Unit],
gill,[Unit],
gram,[Unit],
gramme,[Unit],
ground speed,[Unit],
guilder,[Unit],
haste,[Unit],
henry,[Unit],
hertz,[Unit],
horsepower,[Unit],
hundredweight,[Unit],
inch,[Unit],
joule,[Unit],
karat,[Unit],
kelvin,[Unit],
kilo,[Unit],
kilobit,[Unit],
kilobyte,[Unit],
kilogram,[Unit],
kilohertz,[Unit],
kilowatt hour,[Unit],
krona,[Unit],
krone,[Unit],
lakh,[Unit],
lb,[Unit],
lira,[Unit],
liter,[Unit],
litre,[Unit],
loonie,[Unit],
lumen,[Unit],
megabit,[Unit],
megabyte,[Unit],
megadeath,[Unit],
megaflop,[Unit],
megaton,[Unit],
metric ton,[Unit],
micrometre,[Unit],
micron,[Unit],
millibar,[Unit],
millimeter,[Unit],
millisecond,[Unit],
nanometre,[Unit],
nanosecond,[Unit],
newton,[Unit],
nicker,[Unit],
ohm,[Unit],
peseta,[Unit],
peso,[Unit],
petrodollar,[Unit],
photon,[Unit],
pica,[Unit],
pinta,[Unit],
pound,[Unit],
productivity,[Unit],
punt,[Unit],
quart,[Unit],
quid,[Unit],
rad,[Unit],
radian,[Unit],
roentgen,[Unit],
rouble,[Unit],
ruble,[Unit],
rupee,[Unit],
schilling,[Unit],
siemens,[Unit],
sievert,[Unit],
speed limit,[Unit],
take up,[Unit],
